X,Y,Value
999,307,212
45,371,368
819,599,440
119,979,356
61,239,656
141,641,417
73,565,488
959,220,280
671,301,655
150,742,607
520,694,91
487,735,410
25,320,659
890,197,120
865,346,344
569,249,589
366,892,193
50,846,500
830,480,765
437,511,515
79,425,687
489,656,137
829,874,335
509,929,750
37,592,75
687,847,573
52,745,760
804,24,530
605,767,103
378,652,262
943,723,331
886,102,480
674,683,171
826,470,355
932,940,94
561,317,211
636,65,88
696,27,92
749,948,519
852,180,739
652,293,297
375,864,81
543,736,177
843,485,656
333,402,483
133,496,560
814,792,268
542,196,145
619,891,768
168,256,65
745,119,314
261,661,535
139,268,617
530,559,573
423,950,600
31,182,668
897,552,321
223,843,358
967,788,605
127,959,583
705,687,486
932,903,302
468,53,431
846,992,129
444,772,314
188,507,272
147,42,285
640,898,537
894,834,758
17,258,681
565,39,479
665,749,556
831,844,292
560,492,607
672,315,340
290,367,703
436,682,288
44,102,313
759,146,567
470,321,118
589,641,66
113,409,532
881,816,393
884,392,519
870,815,620
673,469,696
90,392,243
930,479,274
305,783,778
252,805,255
870,23,208
166,602,458
477,63,562
565,441,4
799,120,583
407,309,133
996,820,605
945,371,156
284,643,259
624,606,572
521,732,631
351,144,216
140,11,18
176,530,5
781,138,19
143,543,113
563,863,184
32,321,400
236,590,200
721,353,505
942,214,39
516,797,434
982,431,711
693,690,707
265,415,357
629,761,497
884,927,470
672,79,655
163,483,524
145,320,352
526,78,509
289,385,101
895,180,46
622,780,382
980,492,458
207,789,301
947,49,280
629,473,118
133,261,71
181,980,51
947,792,781
261,779,75
894,610,150
156,895,72
967,886,436
42,739,246
649,849,38
767,414,51
448,846,18
846,534,344
124,178,205
688,352,635
711,630,708
905,196,271
215,288,185
141,833,553
433,395,432
671,728,434
377,14,364
854,509,9
339,865,434
602,977,105
860,457,243
217,363,278
51,577,233
74,935,395
27,680,127
624,228,788
938,311,146
831,71,191
351,838,91
996,584,598
726,688,307
977,798,512
992,84,585
519,242,589
331,786,184
265,522,411
212,489,208
381,191,609
983,523,230
265,600,207
980,812,217
503,893,257
772,501,627
424,811,666
114,595,579
528,39,159
971,211,166
403,123,118
185,765,4
462,285,27
675,511,493
9,171,343
364,312,498
302,400,412
768,541,75
653,989,565
842,101,96
839,509,537
590,483,48
296,539,664
970,306,598
472,145,188
110,113,168
701,975,487
454,554,687
802,239,531
182,428,722
636,462,189
21,278,70
796,991,596
578,715,746
106,560,137
173,210,781
672,233,214
798,958,470
241,729,362
911,823,340
36,589,123
828,229,534
134,185,205
397,627,621
224,751,287
167,259,187
102,795,586
483,771,548
188,735,525
197,379,15
597,550,30
552,573,568
477,278,432
340,698,243
333,869,542
733,737,99
265,103,144
206,403,97
745,895,759
989,365,795
315,797,800
423,722,753
346,862,191
937,833,471
225,411,795
543,514,73
741,790,373
246,418,349
743,252,552
76,324,176
900,168,513
259,932,174
787,514,141
535,352,754
506,818,463
237,766,358
244,135,253
533,945,756
954,530,18
100,152,95
310,187,788
709,471,763
220,603,759
221,787,302
589,962,554
96,861,207
289,505,423
549,246,12
836,943,273
457,189,422
637,77,757
397,494,96
158,774,184
845,165,627
283,446,65
140,696,569
212,679,552
594,929,552
505,554,637
630,869,634
568,82,470
595,494,571
798,517,191
202,789,668
104,753,479
304,704,695
404,534,706
727,787,213
876,507,549
510,503,5
925,339,272
615,501,340
303,274,291
898,794,508
226,873,47
588,723,493
204,961,52
261,338,70
207,42,694
240,958,758
845,807,397
922,652,698
709,592,565
981,125,717
353,115,776
637,535,340
57,238,332
149,30,546
794,920,22
421,383,484
133,129,606
7,359,753
9,771,49
159,141,574
405,222,692
770,466,229
895,754,507
697,522,216
882,398,402
305,77,479
12,19,296
722,941,614
218,621,169
932,805,32
270,659,633
790,820,122
284,49,407
662,836,86
971,777,715
877,463,165
395,369,152
949,794,620
991,190,143
768,104,457
92,506,183
183,422,357
334,798,274
841,867,238
548,213,718
671,899,332
449,511,627
902,345,325
101,743,510
356,339,598
531,824,344
732,512,460
737,349,486
907,411,25
462,309,663
476,147,134
831,423,655
357,750,293
889,613,81
265,931,743
616,144,453
751,226,568
122,720,502
209,631,326
793,493,149
678,353,380
561,965,146
459,950,454
117,674,761
702,531,45
449,23,326
714,891,800
290,969,731
546,423,509
396,773,596
133,824,151
564,258,538
62,961,104
374,55,159
13,157,729
205,235,213
587,968,326
897,183,451
568,391,711
784,194,458
139,219,438
548,102,792
182,703,506
451,29,556
982,799,581
952,44,84
473,121,152
634,28,123
333,548,788
831,689,562
688,654,550
992,690,400
373,257,468
946,159,624
148,801,605
502,852,374
700,527,586
211,700,93
120,334,360
636,671,35
448,17,233
214,449,759
817,925,730
444,258,49
623,593,556
366,860,577
929,622,655
460,451,517
682,27,395
452,200,142
341,692,321
418,62,290
732,901,170
86,248,727
632,928,12
922,308,753
371,618,397
946,891,508
800,833,213
916,201,306
627,646,564
132,407,228
73,348,516
892,970,793
769,37,780
608,695,147
849,780,500
721,710,274
944,475,19
676,759,608
460,79,182
681,800,526
777,652,79
691,705,656
364,98,153
180,388,522
169,618,479
812,153,552
777,291,763
121,192,259
173,512,72
352,216,666
433,415,330
974,810,113
35,895,48
110,106,209
813,557,89
113,134,580
289,770,587
241,16,475
829,436,208
221,428,535
633,841,67
97,716,552
775,713,607
544,561,2
31,436,709
756,956,355
238,660,582
422,974,44
883,314,774
833,683,685
921,241,42
357,369,305
708,237,389
40,676,587
535,383,185
506,688,246
609,42,120
881,201,467
263,810,425
983,106,123
226,202,575
229,558,552
866,912,695
284,474,771
418,184,558
977,819,541
756,783,489
959,274,198
185,993,642
753,683,667
872,332,410
688,914,63
268,354,382
823,327,270
155,407,409
743,107,577
668,996,662
820,270,274
10,958,147
130,58,688
806,414,228
206,314,525
890,449,639
620,20,757
918,423,458
739,333,198
918,426,325
631,416,225
401,393,482
989,551,695
118,921,539
334,226,364
265,832,169
378,937,470
720,248,411
641,772,415
168,134,451
113,178,528
232,58,299
718,678,659
77,279,564
889,573,276
572,681,136
150,510,734
358,78,774
585,920,732
527,65,250
162,787,85
645,899,469
814,211,617
879,836,592
80,399,548
749,541,334
182,262,391
139,393,368
580,261,30
516,860,714
342,218,56
108,86,451
283,284,502
531,553,190
494,88,480
346,319,142
162,895,97
623,400,511
236,777,593
769,388,142
196,295,220
328,118,376
548,515,485
233,576,155
405,607,279
199,323,734
776,108,14
750,5,362
168,102,297
845,383,682
271,705,65
781,553,149
800,179,722
226,424,604
645,955,606
400,825,549
321,308,101
320,533,761
604,838,8
395,666,631
833,821,590
552,190,108
809,168,196
715,413,135
607,296,18
297,424,509
866,747,348
783,687,488
902,195,107
764,660,278
845,145,420
857,863,333
410,146,452
777,662,594
792,678,656
60,207,360
966,484,298
99,187,212
672,166,279
179,286,715
241,324,524
551,985,255
490,199,787
968,349,280
416,316,768
35,205,351
888,59,227
682,409,54
717,940,348
622,389,376
640,406,712
698,739,386
670,201,238
27,806,216
181,125,200
524,337,17
426,562,52
758,806,410
988,673,246
426,747,620
674,670,796
774,910,669
886,38,757
924,608,795
247,259,56
937,601,792
352,264,80
407,186,438
994,648,61
681,307,96
125,272,546
845,768,137
48,113,83
238,527,678
616,550,727
202,784,475
814,122,132
819,155,374
6,14,396
709,394,581
235,747,143
414,174,382
591,252,563
130,156,539
941,678,759
909,760,125
459,969,731
580,986,177
414,171,317
393,728,790
888,790,669
396,216,773
275,570,81
341,661,255
335,827,486
268,271,564
558,175,91
421,709,480
418,398,612
187,582,26
517,911,71
33,487,76
857,208,352
596,925,741
988,975,182
412,379,517
12,844,752
39,721,242
405,429,671
493,664,527
984,868,768
397,672,417
732,426,516
902,285,672
393,281,565
411,652,289
485,807,417
639,22,442
962,131,206
952,952,360
485,994,179
151,985,371
392,330,319
272,188,590
849,404,765
383,489,316
898,937,799
543,615,664
927,64,689
78,157,644
354,691,645
28,110,186
782,510,777
634,607,588
567,882,688
752,564,260
711,996,372
957,779,651
361,686,25
230,570,187
177,56,88
412,768,325
373,181,485
299,308,616
798,935,609
47,50,713
641,361,303
605,694,641
280,360,244
101,138,222
117,744,91
428,794,283
43,904,759
357,418,694
871,978,714
324,300,363
553,151,77
717,26,195
410,591,784
693,451,26
69,586,598
551,573,108
672,153,792
778,771,224
354,956,582
232,176,248
603,905,526
611,624,232
832,256,257
596,53,334
5,480,357
326,905,42
909,838,475
34,261,190
749,386,482
685,355,670
521,451,459
834,101,27
358,137,625
556,570,399
72,138,111
379,435,676
177,555,785
327,357,502
71,366,710
28,76,325
805,825,504
212,893,750
749,999,578
627,534,735
770,468,387
922,515,637
309,780,381
848,324,453
2,845,227
817,873,448
628,544,54
729,588,668
250,364,113
345,416,779
51,54,372
812,345,458
88,795,673
877,682,424
724,694,600
76,772,319
208,867,239
908,44,298
756,667,631
561,55,358
586,149,361
804,836,555
22,980,395
936,95,79
555,377,363
799,534,594
223,916,532
754,154,756
721,860,187
270,477,647
267,552,503
931,695,154
335,212,787
304,54,385
422,460,774
525,412,482
243,225,718
857,714,687
146,117,473
567,141,759
918,639,161
918,776,439
65,242,490
21,993,368
613,533,669
598,114,128
314,748,219
438,244,480
67,333,487
865,420,350
780,381,57
718,760,467
926,772,9
840,735,374
942,552,710
808,892,406
284,909,778
503,377,490
612,594,758
762,103,329
58,683,71
113,51,322
533,766,485
811,556,643
292,669,76
224,874,280
177,395,800
102,184,512
591,936,530
84,200,306
249,575,495
451,91,566
850,230,658
455,368,484
39,142,353
152,86,93
494,430,468
156,213,583
954,732,540
785,129,144
367,32,786
30,607,770
629,936,562
250,365,22
378,198,45
793,10,607
890,920,555
228,875,359
537,788,57
237,586,193
334,879,343
504,446,53
613,197,184
753,794,298
239,434,585
305,71,318
294,794,698
118,469,410
673,256,532
33,738,759
173,482,644
658,833,163
367,770,199
978,134,160
68,154,674
120,474,682
413,183,234
996,914,73
558,344,543
574,413,688
796,893,683
108,339,536
673,324,187
105,890,529
516,588,533
543,598,103
994,553,429
232,252,343
102,245,398
250,55,141
652,414,99
175,818,600
160,595,122
216,844,347
438,662,411
944,100,509
92,193,435
362,627,138
375,502,378
800,979,296
647,307,771
101,819,318
843,115,616
565,758,511
937,995,459
44,221,432
140,167,540
916,754,92
467,356,326
474,692,189
547,982,90
434,981,462
348,804,696
43,377,621
590,991,115
541,427,175
802,355,253
64,92,157
990,733,69
189,534,510
46,403,5
475,531,654
275,426,134
307,87,529
804,829,316
397,260,348
63,609,668
952,858,173
135,663,352
901,972,587
242,4,674
27,413,562
400,64,586
870,737,489
913,766,92
252,108,153
753,702,97
857,125,753
322,814,370
499,918,635
642,634,451
243,336,639
643,600,563
659,721,53
567,919,444
877,735,518
348,542,505
436,533,485
107,882,119
816,460,439
397,632,161
950,42,443
604,862,663
897,368,62
702,329,727
865,483,582
805,170,700
104,772,687
467,292,61
215,16,511
848,450,751
233,623,441
964,270,784
427,124,572
689,589,563
515,362,611
478,568,607
79,913,119
423,709,611
872,694,86
532,228,385
878,494,258
31,311,683
10,529,299
378,197,163
574,163,772
416,648,650
393,202,680
381,976,760
672,649,96
911,490,629
72,336,705
103,394,147
221,838,796
498,676,671
599,986,659
990,465,728
197,982,613
419,194,487
602,823,683
89,131,92
242,294,578
121,25,481
58,90,632
857,71,183
20,983,584
418,653,71
323,354,595
245,246,359
361,786,38
641,161,240
264,459,264
428,58,509
302,157,349
352,742,693
521,99,502
849,470,759
430,106,656
845,544,594
292,868,39
124,83,624
99,455,677
927,614,611
952,377,20
391,60,53
517,293,497
498,144,499
960,543,471
227,700,46
443,59,476
146,1,400
462,12,52
748,866,672
136,147,663
388,347,225
852,966,12
523,784,7
749,871,473
547,150,746
291,164,630
692,703,134
975,40,454
203,368,688
413,463,663
928,282,741
87,437,333
924,751,237
442,656,91
447,252,195
63,663,140
667,359,487
578,951,797
950,930,588
427,574,194
474,356,136
393,717,183
617,187,381
423,703,366
165,302,502
693,720,365
624,815,626
982,856,447
833,824,446
804,658,429
638,137,195
364,863,47
97,861,531
388,273,768
89,58,564
400,248,429
345,612,662
582,21,220
310,662,440
493,494,476
524,351,167
665,986,540
629,180,49
531,127,757
488,404,560
921,463,231
882,445,595
263,630,92
286,850,517
145,217,683
186,832,561
224,502,321
49,918,291
321,859,148
782,921,328
929,414,577
55,960,173
730,507,773
249,314,478
237,434,46
566,290,123
718,429,521
188,761,503
182,564,403
503,295,267
124,567,471
191,278,273
98,38,336
256,805,80
999,983,495
198,785,765
979,748,594
382,475,104
111,565,715
212,743,171
413,79,515
952,405,559
473,981,324
637,325,89
587,402,182
292,204,563
538,723,13
322,508,370
494,747,305
839,666,445
143,185,590
464,206,164
219,818,312
755,907,362
949,277,556
445,40,608
474,88,367
861,914,153
728,767,691
844,395,683
2,876,572
544,296,710
84,761,380
280,833,209
748,848,78
961,91,710
246,396,378
267,238,205
610,587,149
896,488,529
263,22,396
61,827,415
930,930,2
24,821,168
17,916,393
801,738,17
528,245,534
663,799,553
616,394,611
59,51,753
260,348,436
173,784,360
25,283,88
588,983,558
995,365,717
831,873,486
297,578,109
576,398,751
897,438,33
97,24,335
618,136,68
199,753,481
305,952,139
179,939,554
446,77,76
901,374,514
356,562,527
708,904,234
860,863,149
395,279,412
403,200,734
323,431,220
601,390,270
202,288,792
515,586,603
348,526,179
175,414,767
369,391,48
891,460,344
160,673,276
579,269,205
707,448,792
273,912,445
620,773,297
112,890,277
573,334,526
89,40,134
275,158,585
256,544,13
425,263,529
128,493,213
226,241,488
400,32,5
757,928,163
297,577,649
288,677,216
361,118,309
834,373,365
298,994,536
451,198,121
652,199,630
409,332,763
829,387,512
979,848,478
905,125,383
804,846,785
974,134,322
95,793,428
970,885,316
654,188,294
537,340,380
641,726,181
594,410,517
610,851,556
64,460,368
647,287,448
715,633,782
495,308,510
158,579,429
832,179,169
552,505,501
149,914,340
529,559,9
59,844,444
91,456,124
583,73,528
40,205,304
39,675,575
130,512,534
81,757,545
237,22,168
125,617,130
590,457,142
543,259,54
106,714,550
809,1000,263
576,754,424
7,522,508
116,422,688
758,5,731
862,738,139
564,401,747
161,540,683
64,398,399
852,773,761
741,233,472
373,966,255
564,848,122
998,54,491
990,554,327
713,672,100
897,831,384
598,75,300
653,636,721
539,459,505
790,858,495
124,955,388
839,570,334
32,442,417
880,512,353
788,19,592
813,106,513
517,527,682
405,82,232
472,762,647
948,775,233
215,366,720
999,898,406
263,827,389
37,457,772
617,547,521
549,276,433
714,421,438
934,463,247
90,265,583
632,949,746
71,506,317
367,540,357
932,512,448
370,695,370
330,401,410
118,348,420
384,867,297
929,458,593
80,456,64
360,377,163
721,507,358
886,356,313
863,308,598
622,548,598
59,228,408
823,872,573
520,654,24
713,343,790
691,461,564
215,671,385
368,425,148
191,87,60
584,919,213
691,318,578
553,449,602
1000,352,39
276,313,428
629,350,96
373,559,58
448,104,585
621,807,522
302,524,753
571,452,592
595,351,58
895,558,128
14,978,639
126,488,16
547,537,42
759,179,194
639,617,48
884,258,402
989,739,183
803,351,134
592,573,702
182,283,262
400,191,328
95,153,427
300,881,495
649,908,399
784,560,543
430,732,279
378,372,225
35,947,644
159,372,495
126,405,682
684,850,203
59,660,461
849,352,416
20,195,655
482,747,116
108,715,165
825,781,664
448,684,750
595,315,276
901,264,275
894,607,567
170,365,741
623,478,99
539,394,600
215,728,313
410,546,582
305,724,602
164,709,583
490,38,569
723,226,723
668,248,429
416,611,133
731,113,557
771,950,286
335,892,290
713,952,623
249,705,778
801,279,13
292,363,48
257,995,475
547,325,549
469,915,488
396,420,412
914,139,668
11,703,190
381,165,403
178,336,109
775,688,23
752,366,742
230,775,17
780,149,621
251,663,695
318,644,723
592,157,786
239,259,699
998,146,69
35,276,103
9,461,379
519,612,552
961,975,149
175,496,291
359,895,484
480,82,195
704,479,376
119,117,505
182,453,412
911,388,450
769,788,259
873,775,460
925,689,213
875,451,491
556,9,264
670,656,568
369,944,321
107,93,202
417,199,329
5,202,188
460,385,80
903,339,131
691,845,621
268,153,335
108,919,145
384,443,253
951,655,315
736,90,695
988,875,163
397,482,634
334,853,264
345,17,95
645,557,618
89,667,614
887,68,749
790,420,576
955,501,259
558,989,513
460,275,713
533,891,101
304,9,629
129,575,442
92,178,104
426,729,321
233,529,788
222,488,282
501,132,667
477,80,500
43,267,685
921,398,678
881,911,646
857,589,786
132,148,456
176,488,766
256,239,36
530,1000,652
889,522,47
724,800,514
96,61,681
15,306,618
894,6,793
301,892,315
266,111,389
778,470,279
629,611,352
196,435,443
306,906,623
818,14,286
773,159,232
52,130,400
128,583,710
156,235,211
350,325,149
864,414,259
627,524,610
976,315,579
146,254,520
447,748,135
642,369,138
33,742,170
304,424,216
691,674,135
761,595,234
350,727,155
74,917,411
342,390,242
678,950,129
114,832,214
376,66,674
945,144,159
593,939,311
542,149,142
606,428,42
115,288,658
308,719,456
330,801,108
990,487,274
539,390,249
844,579,748
303,263,424
729,620,116
531,203,629
94,286,633
734,197,132
579,970,463
253,453,171
682,889,129
233,388,232
228,46,455
621,35,214
176,604,470
939,716,277
419,833,196
700,177,17
945,454,260
728,655,302
360,857,607
644,986,500
887,817,771
517,393,566
342,256,289
484,651,297
571,264,296
631,248,205
622,636,239
481,640,273
820,537,42
622,151,644
425,869,296
249,561,617
584,866,341
144,289,559
74,923,11
39,160,542
742,133,240
92,673,292
505,689,527
621,723,620
426,64,703
16,640,287
86,187,287
915,525,612
883,101,392
88,390,500
643,26,595
375,262,226
548,400,182
369,322,29
908,875,490
695,865,396
769,101,241
73,502,106
194,206,27
815,654,262
505,994,683
802,297,222
472,671,110
334,906,473
650,647,400
438,839,140
197,854,196
404,993,111
347,26,192
906,70,800
469,699,268
879,78,30
735,487,102
821,869,677
651,912,750
444,243,79
828,734,594
345,399,791
698,17,551
411,506,618
438,644,357
79,11,587
654,413,381
149,592,459
638,96,723
573,935,465
829,472,441
833,430,794
380,392,93
477,745,698
635,374,536
781,598,460
974,483,549
135,646,143
802,255,359
4,618,436
194,862,645
670,56,25
780,647,716
519,72,493
981,935,241
185,54,543
763,594,85
31,957,277
170,447,267
292,72,172
417,642,528
731,620,320
111,167,406
684,604,682
208,82,465
942,899,706
333,271,646
412,403,712
57,705,584
693,113,300
664,707,467
899,116,459
458,806,158
883,848,95
156,80,542
472,383,550
464,857,423
160,583,757
568,333,214
115,732,275
590,917,283
894,341,265
845,472,571
982,733,621
248,13,122
94,131,712
713,749,157
456,897,479
807,576,760
72,543,270
215,897,613
67,429,128
410,81,261
802,666,557
767,579,396
670,802,40
197,889,406
899,666,440
786,101,108
730,921,524
620,494,278
636,617,597
416,407,202
826,877,370
67,388,307
846,53,450
225,138,362
69,215,535
281,376,46
205,472,344
218,345,75
712,493,39
442,496,278
60,64,510
659,318,56
906,530,596
441,667,638
384,490,547
505,914,729
862,548,200
132,91,299
666,269,42
547,952,86
979,228,76
535,352,667
629,935,349
115,415,217
105,891,24
187,951,546
604,658,769
838,622,742
397,532,631
342,949,467
788,694,797
918,292,259
886,421,779
347,588,299
929,33,173
798,618,251
245,210,641
871,28,621
348,613,609
236,791,748
720,46,518
842,845,508
343,577,772
516,843,509
674,371,478
181,808,93
855,555,780
185,412,450
133,692,457
577,450,558
485,168,15
619,429,626
652,419,296
27,725,477
873,236,34
429,960,641
441,559,422
790,943,628
59,571,428
714,554,651
337,969,275
828,66,544
43,221,135
27,648,429
795,372,615
521,920,1
84,752,754
846,568,620
400,782,395
355,906,172
510,759,624
274,979,97
927,472,594
197,502,617
392,998,488
723,166,116
680,285,233
163,660,220
406,199,292
275,319,63
192,463,705
325,75,435
82,368,579
206,992,179
146,997,406
919,535,684
878,672,584
178,749,335
479,753,537
530,681,709
668,828,568
234,213,791
431,692,790
570,227,563
714,550,525
215,653,313
573,39,350
972,856,761
741,51,491
320,182,142
875,536,453
480,968,353
673,45,523
860,382,701
719,533,6
344,805,322
531,249,520
459,86,796
181,352,610
271,208,516
767,769,728
925,553,667
712,977,150
939,5,507
821,630,408
677,62,153
779,638,290
463,946,161
519,142,459
113,755,578
997,178,264
352,547,104
368,26,698
979,694,86
984,301,758
986,329,114
215,743,478
717,959,224
57,121,19
537,854,248
689,524,462
938,944,155
232,855,388
294,177,753
688,238,300
23,282,600
704,668,391
315,632,290
852,883,640
595,816,224
992,960,720
389,890,675
633,570,405
306,657,185
73,97,779
484,971,617
587,528,610
296,763,291
964,49,125
167,519,618
234,920,787
551,854,672
899,1000,293
115,724,199
591,337,546
533,940,800
965,217,538
153,574,308
160,955,603
342,828,442
207,125,635
666,221,175
279,206,236
258,771,358
520,412,583
964,360,742
837,719,615
67,254,27
537,707,454
324,860,644
148,905,105
610,668,554
952,587,475
342,991,106
518,976,327
695,462,464
973,882,250
870,772,416
418,601,570
126,924,393
703,582,731
631,464,83
336,812,93
956,808,73
770,780,666
630,784,67
117,569,66
261,351,173
16,251,213
363,789,101
922,968,3
195,366,12
3,321,52
385,901,439
213,369,247
853,596,664
455,846,66
567,135,498
539,155,311
817,72,290
419,627,737
354,371,323
360,318,75
293,26,359
731,431,454
652,941,595
600,253,601
999,403,264
397,573,145
362,910,99
819,484,684
38,613,6
793,506,652
187,345,377
140,333,82
152,318,44
722,813,379
325,521,477
436,425,794
313,214,465
469,632,752
617,929,432
412,885,508
453,565,171
259,585,653
144,908,35
367,773,185
601,31,250
859,869,775
131,983,688
692,328,582
808,757,630
192,73,39
285,383,116
701,372,426
530,600,496
343,9,749
857,164,238
716,102,82
700,87,43
320,10,559
15,827,188
865,677,155
855,647,786
557,542,234
7,60,703
298,179,681
453,233,528
808,621,555
527,896,689
895,994,583
159,761,70
855,213,326
15,893,308
328,432,583
253,577,687
421,290,210
84,336,305
937,32,176
470,477,515
949,272,463
825,588,171
984,939,63
536,19,328
458,551,49
489,821,287
19,653,581
694,90,527
954,890,48
590,762,738
447,82,594
611,919,770
328,222,603
197,88,126
125,262,461
211,559,662
310,344,125
624,823,77
988,637,120
531,901,738
702,293,74
126,842,190
549,812,182
149,17,60
431,150,646
592,958,134
904,652,387
219,72,702
222,727,297
977,241,561
974,775,753
118,852,794
967,744,360
58,803,289
169,463,713
759,50,703
73,490,231
297,943,268
977,194,565
761,392,463
952,555,253
360,917,265
784,647,420
25,230,753
725,8,598
828,537,507
715,173,602
55,233,488
700,599,631
455,99,36
986,540,173
508,80,468
780,278,574
739,715,602
912,33,21
486,810,515
692,490,52
123,213,630
3,875,299
785,82,706
67,462,372
669,521,571
244,760,643
429,17,721
879,205,623
361,921,448
846,581,583
586,891,176
540,1,407
773,893,750
7,975,213
624,250,717
166,832,191
152,381,335
16,167,456
648,707,441
121,851,366
756,869,207
638,870,155
349,280,226
876,919,734
641,94,535
319,553,426
858,174,695
220,365,68
752,705,36
18,978,632
107,416,756
548,54,355
441,780,651
316,955,423
102,550,692
799,408,559
587,267,434
944,699,570
878,778,124
733,929,408
548,526,134
139,833,336
964,345,706
644,795,187
315,976,573
482,967,492
856,29,271
395,615,387
581,249,218
826,644,137
576,762,502
806,924,403
899,422,544
138,952,3
786,458,215
52,771,122
324,760,235
955,504,555
602,773,758
611,558,736
773,117,369
461,927,299
468,37,303
36,380,566
585,738,619
794,689,16
592,181,503
780,870,188
15,941,486
628,766,790
793,834,93
504,454,416
129,469,443
218,961,650
702,957,749
768,899,53
970,737,236
645,857,407
973,528,321
929,101,13
965,953,248
78,930,122
132,785,601
483,169,681
392,873,186
519,520,283
131,52,11
824,513,199
294,142,515
81,189,368
805,358,431
448,276,145
848,707,691
467,255,593
632,508,453
163,929,592
628,706,670
72,553,760
936,714,568
964,923,632
956,433,131
375,755,166
628,846,657
597,399,464
512,133,601
257,106,263
499,272,723
834,215,208
741,480,454
67,786,334
950,30,523
575,4,561
959,424,183
919,303,260
833,498,85
385,479,582
836,202,436
342,253,506
13,29,672
127,225,484
355,167,196
929,50,26
309,79,643
4,95,487
425,449,712
517,271,7
411,424,122
749,986,798
602,679,423
671,71,619
660,204,233
342,299,124
277,113,309
201,54,426
451,589,512
239,450,397
859,714,567
865,788,244
146,234,405
734,337,355
428,583,148
590,306,251
642,269,682
432,487,89
832,743,281
375,568,435
178,187,437
464,498,433
541,365,69
624,821,381
732,619,72
829,921,676
256,676,91
523,231,474
798,260,213
804,262,656
400,800,796
113,477,721
892,881,557
789,960,133
559,376,204
442,640,386
748,813,542
321,52,555
970,173,149
571,25,541
860,32,441
225,102,742
52,512,265
947,739,15
772,844,269
249,226,319
538,457,651
528,275,3
852,416,418
644,309,644
326,466,465
235,818,517
720,684,619
636,293,417
515,85,165
169,348,164
738,939,570
639,643,523
618,796,550
948,94,634
595,568,726
911,72,123
837,310,413
358,875,322
819,538,776
735,611,71
989,439,692
149,59,589
536,168,348
216,248,335
606,286,447
822,167,599
404,264,323
875,75,89
787,237,407
538,872,565
789,140,530
727,717,705
116,401,7
435,383,666
833,617,185
125,107,221
961,226,404
634,815,434
911,680,600
993,529,42
794,680,411
980,61,200
312,678,769
458,858,707
235,236,324
860,373,596
53,391,87
892,453,192
980,252,613
586,581,774
731,106,129
649,273,648
864,250,210
429,72,682
724,355,722
756,657,222
310,452,557
720,714,35
960,320,604
146,75,768
34,644,403
769,855,775
803,650,706
451,335,147
640,576,572
256,396,491
364,53,55
438,64,789
819,120,359
176,854,572
295,585,79
720,581,14
100,538,419
73,574,282
616,106,442
398,29,331
236,280,782
266,387,777
331,181,672
259,165,351
136,664,57
789,694,296
242,886,369
769,425,730
194,297,728
119,563,235
464,989,162
865,626,799
986,385,17
247,987,579
185,77,568
618,223,615
303,908,509
879,575,53
568,573,606
479,693,33
266,131,202
20,878,213
176,850,478
133,465,240
824,961,133
167,614,92
828,10,47
538,401,536
333,372,666
262,416,184
952,581,297
240,354,231
717,148,793
579,693,766
334,455,781
667,139,580
941,878,248
681,327,494
364,839,273
228,322,696
137,370,171
619,613,224
865,444,29
170,992,748
479,476,536
982,624,139
953,338,665
429,883,394
735,128,192
923,548,93
312,760,79
480,203,262
746,323,211
943,559,536
37,385,629
225,649,541
58,218,577
621,994,63
959,97,367
351,631,417
465,614,344
94,700,388
744,4,144
110,685,415
55,149,796
942,520,386
820,925,778
538,150,671
207,102,631
889,854,768
451,282,251
681,675,548
670,47,774
143,70,422
655,838,217
521,939,123
898,563,602
574,953,592
556,888,49
25,159,479
94,216,411
761,404,628
239,335,27
890,238,391
285,206,494
545,16,368
590,536,566
995,274,39
21,152,478
218,808,102
831,327,119
909,183,72
250,267,227
563,639,544
930,910,618
825,318,309
292,306,539
614,782,584
563,688,786
271,384,299
952,733,471
455,328,87
250,419,482
499,874,123
694,802,43
988,264,692
481,497,500
73,585,671
670,868,709
21,278,100
594,354,272
822,960,561
478,827,180
98,397,760
751,680,711
288,524,160
493,729,788
351,276,333
102,886,383
933,87,325
514,922,309
709,286,707
45,723,113
163,857,495
283,346,359
931,537,166
795,457,49
873,617,137
506,513,242
439,217,674
633,510,437
741,361,702
16,259,607
775,887,629
465,361,600
118,382,298
384,881,406
877,747,129
880,737,193
30,163,213
831,881,234
721,871,156
84,99,359
494,441,502
803,600,199
513,88,525
162,125,216
875,211,285
767,389,18
861,718,472
678,778,363
991,653,381
565,294,59
266,45,757
871,568,345
35,667,113
891,340,306
895,12,773
154,175,156
615,70,607
441,62,377
469,34,210
378,711,427
92,70,202
635,993,57
526,490,297
979,822,683
413,830,694
249,742,310
196,519,799
348,981,463
729,966,565
188,521,494
206,208,131
856,564,784
661,603,556
321,791,234
700,290,428
640,345,633
502,102,258
211,161,302
411,51,760
18,64,582
495,237,175
704,640,159
600,119,228
278,640,124
844,769,205
367,997,613
899,688,266
290,815,318
808,880,581
519,238,180
816,640,646
387,276,112
650,868,45
417,326,695
189,453,383
946,875,666
947,419,652
660,868,424
473,123,292
366,133,26
419,86,2
362,192,396
656,777,166
742,540,131
24,267,378
988,246,324
